Jersey,Name,Position,Age,Height,Weight,Years,College,Team,Position Group,Side,Level
--,K.J. Brent,WR,22,76,190,0,Wake Forest,Oakland,WR,OFF,Rookie
68,Josh Andrews,C,25,74,311,2,Oregon State,Philadelphia,OL,OFF,1-4 Yrs
62,Jason Kelce,C,28,75,295,6,Cincinnati,Philadelphia,OL,OFF,5-8 Yrs
61,Stefen Wisniewski,C,27,75,305,6,Penn State,Philadelphia,OL,OFF,5-8 Yrs
--,Bruce Johnson,C,23,75,285,0,Maine,Philadelphia,OL,OFF,Rookie
77,Barrett Jones,C,26,76,308,3,Alabama,Philadelphia,OL,OFF,1-4 Yrs
24,Blake Countess,CB,22,69,184,0,Auburn,Philadelphia,DB,DEF,Rookie
--,Leodis McKelvin,CB,30,70,185,9,Troy,Philadelphia,DB,DEF,9-12 Yrs
--,Ron Brooks,CB,27,70,190,5,LSU,Philadelphia,DB,DEF,5-8 Yrs
38,Aaron Grymes,CB,25,71,185,0,Idaho,Philadelphia,DB,DEF,Rookie
26,Jaylen Watkins,CB,24,71,194,2,Florida,Philadelphia,DB,DEF,1-4 Yrs
--,C.J. Smith,CB,23,71,183,0,North Dakota State,Philadelphia,DB,DEF,Rookie
23,Nolan Carroll II,CB,29,73,205,7,Maryland,Philadelphia,DB,DEF,5-8 Yrs
41,Randall Evans,DB,24,72,195,1,Kansas State,Philadelphia,DB,DEF,1-4 Yrs
35,Denzel Rice,DB,23,72,196,2,Coastal Carolina,Philadelphia,DB,DEF,1-4 Yrs
36,JaCorey Shepherd,DB,23,71,199,2,Kansas,Philadelphia,DB,DEF,1-4 Yrs
32,Eric Rowe,DB,23,73,205,2,Utah,Philadelphia,DB,DEF,1-4 Yrs
93,Mike Martin,DE,25,73,298,5,Michigan,Philadelphia,Front Seven,DEF,5-8 Yrs
75,Vinny Curry,DE,28,75,279,5,Marshall,Philadelphia,Front Seven,DEF,5-8 Yrs
91,Fletcher Cox,DE,25,76,300,5,Mississippi State,Philadelphia,Front Seven,DEF,5-8 Yrs
97,Taylor Hart,DE,25,78,281,3,Oregon,Philadelphia,Front Seven,DEF,1-4 Yrs
14,Alex McCalister,DE,22,78,239,0,Florida,Philadelphia,Front Seven,DEF,Rookie
96,Bennie Logan,DT,26,74,315,4,LSU,Philadelphia,Front Seven,DEF,1-4 Yrs
94,Beau Allen,DT,24,74,333,3,Wisconsin,Philadelphia,Front Seven,DEF,1-4 Yrs
--,Connor Wujciak,DT,23,75,300,0,Boston College,Philadelphia,Front Seven,DEF,Rookie
--,Aziz Shittu,DT,21,75,279,0,Stanford,Philadelphia,Front Seven,DEF,Rookie
--,Destiny Vaeao,DT,22,76,291,0,Washington State,Philadelphia,Front Seven,DEF,Rookie
27,Malcolm Jenkins,FS,28,72,204,8,Ohio State,Philadelphia,DB,DEF,5-8 Yrs
42,Chris Maragos,FS,29,70,200,7,Wisconsin,Philadelphia,DB,DEF,5-8 Yrs
--,Darrell Greene,G,23,74,330,0,San Diego State,Philadelphia,OL,OFF,Rookie
--,Brandon Brooks,G,26,77,335,5,Miami (OH),Philadelphia,OL,OFF,5-8 Yrs
56,Isaac Seumalo,G,22,77,298,0,Oregon State,Philadelphia,OL,OFF,Rookie
73,Malcolm Bunche,G,24,78,320,1,UCLA,Philadelphia,OL,OFF,1-4 Yrs
53,Najee Goode,LB,27,72,244,5,West Virginia,Philadelphia,Front Seven,DEF,5-8 Yrs
95,Mychal Kendricks,LB,25,72,240,5,California,Philadelphia,Front Seven,DEF,5-8 Yrs
58,Jordan Hicks,LB,24,73,236,2,Texas,Philadelphia,Front Seven,DEF,1-4 Yrs
--,Quentin Gause,LB,23,73,220,0,Rutgers,Philadelphia,Front Seven,DEF,Rookie
--,Myke Tavarres,LB,23,73,230,0,Incarnate Word,Philadelphia,Front Seven,DEF,Rookie
55,Brandon Graham,LB,28,74,265,7,Michigan,Philadelphia,Front Seven,DEF,5-8 Yrs
53,Nigel Bradham,LB,26,74,241,5,Florida State,Philadelphia,Front Seven,DEF,5-8 Yrs
1,Deontae Skinner,LB,25,74,250,2,Mississippi State,Philadelphia,Front Seven,DEF,1-4 Yrs
35,Joe Walker,LB,23,74,236,0,Oregon,Philadelphia,Front Seven,DEF,Rookie
51,Steven Means,LB,25,75,263,2,Buffalo,Philadelphia,Front Seven,DEF,1-4 Yrs
90,Marcus Smith II,LB,24,75,251,3,Louisville,Philadelphia,Front Seven,DEF,1-4 Yrs
98,Connor Barwin,LB,29,76,264,8,Cincinnati,Philadelphia,Front Seven,DEF,5-8 Yrs
57,Travis Long,LB,24,76,255,3,Washington State,Philadelphia,Front Seven,DEF,1-4 Yrs
56,Bryan Braman,LB,29,77,241,6,West Texas A&M,Philadelphia,Front Seven,DEF,5-8 Yrs
46,Jon Dorenbos,LS,36,72,250,14,UTEP,Philadelphia,ST,ST,13+ Yrs
--,John DePalma,LS,22,77,245,0,West Virginia,Philadelphia,ST,ST,Rookie
64,Matt Tobin,OG,26,78,290,4,Iowa,Philadelphia,OL,OFF,1-4 Yrs
67,Dennis Kelly,OG,26,80,321,5,Purdue,Philadelphia,OL,OFF,5-8 Yrs
71,Jason Peters,OT,34,76,328,13,Arkansas,Philadelphia,OL,OFF,13+ Yrs
76,Allen Barbre,OT,32,76,310,9,Missouri Southern State,Philadelphia,OL,OFF,9-12 Yrs
66,Andrew Gardner,OT,30,78,308,7,Georgia Tech,Philadelphia,OL,OFF,5-8 Yrs
65,Lane Johnson,OT,26,78,317,4,Oklahoma,Philadelphia,OL,OFF,1-4 Yrs
74,Halapoulivaati Vaitai,OT,23,78,296,0,TCU,Philadelphia,OL,OFF,Rookie
8,Donnie Jones,P,36,74,221,13,LSU,Philadelphia,ST,ST,13+ Yrs
1,Cody Parkey,PK,24,72,193,3,Auburn,Philadelphia,ST,ST,1-4 Yrs
6,Caleb Sturgis,PK,26,69,192,4,Florida,Philadelphia,ST,ST,1-4 Yrs
10,Chase Daniel,QB,29,72,225,8,Missouri,Philadelphia,QB,OFF,5-8 Yrs
7,Sam Bradford,QB,28,76,224,7,Oklahoma,Philadelphia,QB,OFF,5-8 Yrs
11,Carson Wentz,QB,23,77,232,0,North Dakota State,Philadelphia,QB,OFF,Rookie
24,Ryan Mathews,RB,28,72,220,7,Fresno State,Philadelphia,Tailback,OFF,5-8 Yrs
--,Cedric O'Neal,RB,22,72,213,0,Valdosta State,Philadelphia,Tailback,OFF,Rookie
43,Darren Sproles,RB,33,66,190,12,Kansas State,Philadelphia,Tailback,OFF,9-12 Yrs
34,Kenjon Barner,RB,27,69,195,3,Oregon,Philadelphia,Tailback,OFF,1-4 Yrs
--,Byron Marshall,RB,22,69,205,0,Oregon,Philadelphia,Tailback,OFF,Rookie
4,Wendell Smallwood,RB,22,71,201,0,West Virginia,Philadelphia,Tailback,OFF,Rookie
28,Jalen Mills,S,22,72,191,0,LSU,Philadelphia,DB,DEF,Rookie
--,Rodney McLeod,S,26,70,195,5,Virginia,Philadelphia,DB,DEF,5-8 Yrs
30,Ed Reynolds,S,24,73,207,2,Stanford,Philadelphia,DB,DEF,1-4 Yrs
47,Trey Burton,TE,24,75,235,3,Florida,Philadelphia,TE,OFF,1-4 Yrs
--,MJ McFarland,TE,--,76,249,0,UTEP,Philadelphia,TE,OFF,Rookie
87,Brent Celek,TE,31,76,255,10,Cincinnati,Philadelphia,TE,OFF,9-12 Yrs
--,Dillon Gordon,TE,22,76,295,0,LSU,Philadelphia,TE,OFF,Rookie
85,Chris Pantale,TE,26,77,254,1,Boston College,Philadelphia,TE,OFF,1-4 Yrs
86,Zach Ertz,TE,25,77,250,4,Stanford,Philadelphia,TE,OFF,1-4 Yrs
--,Chris Givens,WR,26,72,203,5,Wake Forest,Philadelphia,WR,OFF,5-8 Yrs
17,Nelson Agholor,WR,23,72,198,2,USC,Philadelphia,WR,OFF,1-4 Yrs
16,T.J. Graham,WR,26,71,188,5,NC State,Philadelphia,WR,OFF,5-8 Yrs
13,Josh Huff,WR,24,71,206,3,Oregon,Philadelphia,WR,OFF,1-4 Yrs
--,Paul Turner,WR,23,71,196,0,Louisiana Tech,Philadelphia,WR,OFF,Rookie
4,Hunter Sharp,WR,22,71,197,0,Utah State,Philadelphia,WR,OFF,Rookie
--,Marcus Johnson,WR,--,73,193,0,Texas,Philadelphia,WR,OFF,Rookie
--,Rueben Randle,WR,25,74,208,5,LSU,Philadelphia,WR,OFF,5-8 Yrs
81,Jordan Matthews,WR,24,75,212,3,Vanderbilt,Philadelphia,WR,OFF,1-4 Yrs
--,Cayleb Jones,WR,23,75,215,0,Arizona,Philadelphia,WR,OFF,Rookie
89,Xavier Rush,WR,23,75,202,0,Tulane,Philadelphia,WR,OFF,Rookie
53,Maurkice Pouncey,C,26,76,304,6,Florida,Pittsburgh,OL,OFF,5-8 Yrs
74,Chris Hubbard,C,25,76,295,3,UAB,Pittsburgh,OL,OFF,1-4 Yrs
67,B.J. Finney,C,24,76,318,1,Kansas State,Pittsburgh,OL,OFF,1-4 Yrs
60,Quinton Schooley,C,22,76,298,0,NC State,Pittsburgh,OL,OFF,Rookie
31,Ross Cockrell,CB,24,72,191,3,Duke,Pittsburgh,DB,DEF,1-4 Yrs
1,Artie Burns,CB,21,72,193,0,Miami,Pittsburgh,DB,DEF,Rookie
27,Senquez Golson,CB,23,69,176,2,Ole Miss,Pittsburgh,DB,DEF,1-4 Yrs
22,William Gay,CB,31,70,187,10,Louisville,Pittsburgh,DB,DEF,9-12 Yrs
24,Doran Grant,CB,23,70,200,2,Ohio State,Pittsburgh,DB,DEF,1-4 Yrs
40,Montell Garner,CB,23,71,188,0,South Alabama,Pittsburgh,DB,DEF,Rookie
44,Al-Hajj Shabazz,CB,23,74,200,0,West Chester,Pittsburgh,DB,DEF,Rookie
90,Ricardo Mathews,DE,28,75,300,7,Cincinnati,Pittsburgh,Front Seven,DEF,5-8 Yrs
97,Cameron Heyward,DE,27,77,295,6,Ohio State,Pittsburgh,Front Seven,DEF,5-8 Yrs
96,L.T. Walton,DE,24,77,305,2,Central Michigan,Pittsburgh,Front Seven,DEF,1-4 Yrs
3,Caushaud Lyons,DE,23,77,284,1,Tusculum,Pittsburgh,Front Seven,DEF,1-4 Yrs
91,Stephon Tuitt,DE,23,78,303,3,Notre Dame,Pittsburgh,Front Seven,DEF,1-4 Yrs
92,Johnny Maxey,DL,22,77,305,0,Mars Hill,Pittsburgh,Front Seven,DEF,Rookie
97,Javon Hargrave,DT,23,73,309,0,South Carolina State,Pittsburgh,Front Seven,DEF,Rookie
69,Roy Philon,DT,25,75,291,1,Louisville,Pittsburgh,Front Seven,DEF,1-4 Yrs
65,Lavon Hooks,DT,24,75,312,0,Ole Miss,Pittsburgh,Front Seven,DEF,Rookie
8,Devaunte Sigler,DT,24,75,311,0,Jacksonville State,Pittsburgh,Front Seven,DEF,Rookie
4,Giorgio Newberry,DT,24,78,295,0,Florida State,Pittsburgh,Front Seven,DEF,Rookie
62,Daniel McCullers,DT,23,79,352,3,Tennessee,Pittsburgh,Front Seven,DEF,1-4 Yrs
45,Roosevelt Nix,FB,24,71,248,2,Kent State,Pittsburgh,Tailback,OFF,1-4 Yrs
23,Mike Mitchell,FS,29,73,221,8,Ohio,Pittsburgh,DB,DEF,5-8 Yrs
65,Cole Manhart,G,23,76,298,1,Nebraska-Kearney,Pittsburgh,OL,OFF,1-4 Yrs
92,James Harrison,LB,38,72,242,14,Kent State,Pittsburgh,Front Seven,DEF,13+ Yrs
55,Arthur Moats,LB,28,72,246,7,James Madison,Pittsburgh,Front Seven,DEF,5-8 Yrs
54,L.J. Fort,LB,26,72,230,2,Northern Iowa,Pittsburgh,Front Seven,DEF,1-4 Yrs
8,Tyler Matakevich,LB,23,72,238,0,Temple,Pittsburgh,Front Seven,DEF,Rookie
94,Lawrence Timmons,LB,30,73,234,10,Florida State,Pittsburgh,Front Seven,DEF,9-12 Yrs
--,Steven Johnson,LB,28,73,237,5,Kansas,Pittsburgh,Front Seven,DEF,5-8 Yrs
98,Vince Williams,LB,26,73,253,4,Florida State,Pittsburgh,Front Seven,DEF,1-4 Yrs
50,Ryan Shazier,LB,23,73,230,3,Ohio State,Pittsburgh,Front Seven,DEF,1-4 Yrs
95,Jarvis Jones,LB,26,75,248,4,Georgia,Pittsburgh,Front Seven,DEF,1-4 Yrs
56,Anthony Chickillo,LB,23,75,267,2,Miami,Pittsburgh,Front Seven,DEF,1-4 Yrs
52,Jordan Zumwalt,LB,24,76,235,3,UCLA,Pittsburgh,Front Seven,DEF,1-4 Yrs
48,Bud Dupree,LB,23,76,269,2,Kentucky,Pittsburgh,Front Seven,DEF,1-4 Yrs
41,Travis Feeney,LB,23,76,230,0,Washington,Pittsburgh,Front Seven,DEF,Rookie
60,Greg Warren,LS,34,75,252,12,North Carolina,Pittsburgh,ST,ST,9-12 Yrs
42,Matt Dooley,LS,23,76,251,0,Indiana,Pittsburgh,ST,ST,Rookie
72,Cody Wallace,OG,31,76,296,7,Texas A&M,Pittsburgh,OL,OFF,5-8 Yrs
73,Ramon Foster,OG,30,77,328,8,Tennessee,Pittsburgh,OL,OFF,5-8 Yrs
66,David DeCastro,OG,26,77,316,5,Stanford,Pittsburgh,OL,OFF,5-8 Yrs
68,Ryan Harris,OT,31,77,302,9,Notre Dame,Pittsburgh,OL,OFF,9-12 Yrs
77,Marcus Gilbert,OT,28,78,330,6,Florida,Pittsburgh,OL,OFF,5-8 Yrs
1,Matt Feiler,OT,24,78,330,1,Bloomsburg,Pittsburgh,OL,OFF,1-4 Yrs
65,Jerald Hawkins,OT,22,78,305,0,LSU,Pittsburgh,OL,OFF,Rookie
78,Alejandro Villanueva,OT,27,81,320,2,Army,Pittsburgh,OL,OFF,1-4 Yrs
69,Brian Mihalik,OT,23,81,302,1,Boston College,Pittsburgh,OL,OFF,1-4 Yrs
41,Will Monday,P,23,76,212,0,Duke,Pittsburgh,ST,ST,Rookie
4,Jordan Berry,P,25,77,195,2,Eastern Kentucky,Pittsburgh,ST,ST,1-4 Yrs
9,Chris Boswell,PK,25,74,185,2,Rice,Pittsburgh,ST,ST,1-4 Yrs
5,Bruce Gradkowski,QB,33,73,220,11,Toledo,Pittsburgh,QB,OFF,9-12 Yrs
3,Landry Jones,QB,27,75,225,4,Oklahoma,Pittsburgh,QB,OFF,1-4 Yrs
7,Ben Roethlisberger,QB,34,77,240,13,Miami (OH),Pittsburgh,QB,OFF,13+ Yrs
13,Dustin Vaughan,QB,25,77,240,2,West Texas A&M,Pittsburgh,QB,OFF,1-4 Yrs
--,Brandon Brown-Dukes,RB,24,68,195,0,Mercyhurst,Pittsburgh,Tailback,OFF,Rookie
34,DeAngelo Williams,RB,33,69,207,11,Memphis,Pittsburgh,Tailback,OFF,9-12 Yrs
38,Daryl Richardson,RB,26,70,196,3,Abilene Christian,Pittsburgh,Tailback,OFF,1-4 Yrs
33,Fitzgerald Toussaint,RB,26,70,211,3,Michigan,Pittsburgh,Tailback,OFF,1-4 Yrs
26,Le'Veon Bell,RB,24,73,244,4,Michigan State,Pittsburgh,Tailback,OFF,1-4 Yrs
30,Cameron Stingily,RB,24,73,235,0,Northern Illinois,Pittsburgh,Tailback,OFF,Rookie
--,Brandon Johnson,RB,23,74,228,0,Penn State,Pittsburgh,Tailback,OFF,Rookie
35,Ross Ventrone,S,29,68,198,4,Villanova,Pittsburgh,DB,DEF,1-4 Yrs
36,Ray Vinopal,S,24,70,195,0,Pittsburgh,Pittsburgh,DB,DEF,Rookie
37,Jordan Dangerfield,S,25,71,200,1,Towson,Pittsburgh,DB,DEF,1-4 Yrs
21,Robert Golden,S,25,71,202,5,Arizona,Pittsburgh,DB,DEF,5-8 Yrs
21,Sean Davis,S,22,73,201,0,Maryland,Pittsburgh,DB,DEF,Rookie
42,Jacob Hagen,S,24,74,205,1,Liberty,Pittsburgh,DB,DEF,1-4 Yrs
29,Shamarko Thomas,SS,25,69,205,4,Syracuse,Pittsburgh,DB,DEF,1-4 Yrs
2,Xavier Grimble,TE,23,76,261,1,USC,Pittsburgh,TE,OFF,1-4 Yrs
89,Ladarius Green,TE,26,78,240,5,Louisiana Lafayette,Pittsburgh,TE,OFF,5-8 Yrs
81,Jesse James,TE,22,79,261,2,Penn State,Pittsburgh,TE,OFF,1-4 Yrs
18,Levi Norwood,WR,24,72,197,0,Baylor,Pittsburgh,WR,OFF,Rookie
84,Antonio Brown,WR,28,70,181,7,Central Michigan,Pittsburgh,WR,OFF,5-8 Yrs
--,Marcus Tucker,WR,24,70,190,0,Northern Michigan,Pittsburgh,WR,OFF,Rookie
17,Eli Rogers,WR,23,70,180,2,Louisville,Pittsburgh,WR,OFF,1-4 Yrs
87,Tobais Palmer,WR,26,71,178,1,NC State,Pittsburgh,WR,OFF,1-4 Yrs
11,Markus Wheaton,WR,25,71,189,4,Oregon State,Pittsburgh,WR,OFF,1-4 Yrs
10,Demarcus Ayers,WR,22,71,190,0,Houston,Pittsburgh,WR,OFF,Rookie
14,Sammie Coates,WR,23,73,212,2,Auburn,Pittsburgh,WR,OFF,1-4 Yrs
88,Darrius Heyward-Bey,WR,29,74,210,8,Maryland,Pittsburgh,WR,OFF,5-8 Yrs
9,Canaan Severin,WR,23,74,205,0,Virginia,Pittsburgh,WR,OFF,Rookie
19,Shakim Phillips,WR,24,75,206,1,Boston College,Pittsburgh,WR,OFF,1-4 Yrs
10,Martavis Bryant,WR,24,76,211,3,Clemson,Pittsburgh,WR,OFF,1-4 Yrs
17,Issac Blakeney,WR,23,78,225,1,Duke,Pittsburgh,WR,OFF,1-4 Yrs
47,Mike Windt,C,30,73,237,7,Cincinnati,San Diego,OL,OFF,5-8 Yrs
65,Chris Watt,C,25,75,310,3,Notre Dame,San Diego,OL,OFF,1-4 Yrs
77,Spencer Pulley,C,23,76,300,0,Vanderbilt,San Diego,OL,OFF,Rookie
60,Trevor Robinson,C,26,77,300,5,Notre Dame,San Diego,OL,OFF,5-8 Yrs
75,Max Tuerk,C,22,77,269,0,USC,San Diego,OL,OFF,Rookie
24,Brandon Flowers,CB,30,69,187,9,Virginia Tech,San Diego,DB,DEF,9-12 Yrs
22,Jason Verrett,CB,25,70,188,3,TCU,San Diego,DB,DEF,1-4 Yrs
23,Steve Williams,CB,25,70,185,4,California,San Diego,DB,DEF,1-4 Yrs
33,Greg Ducre,CB,24,70,184,3,Washington,San Diego,DB,DEF,1-4 Yrs
--,Casey Hayward,CB,26,71,192,5,Vanderbilt,San Diego,DB,DEF,5-8 Yrs
35,Richard Crawford,CB,25,71,192,3,SMU,San Diego,DB,DEF,1-4 Yrs
29,Craig Mager,CB,24,71,200,2,Texas State,San Diego,DB,DEF,1-4 Yrs
15,Larry Scott,CB,23,71,194,0,Oregon State,San Diego,DB,DEF,Rookie
10,Trevor Williams,CB,22,73,287,0,Penn State,San Diego,DB,DEF,Rookie
37,Jahleel Addae,DB,26,70,195,4,Central Michigan,San Diego,DB,DEF,1-4 Yrs
93,Darius Philon,DE,22,73,300,2,Arkansas,San Diego,Front Seven,DEF,1-4 Yrs
90,Chris Landrum,DE,23,75,249,0,Jacksonville State,San Diego,Front Seven,DEF,Rookie
97,Joey Bosa,DE,21,78,275,0,Ohio State,San Diego,Front Seven,DEF,Rookie
96,Chuka Ndulue,DL,24,75,289,1,Oklahoma,San Diego,Front Seven,DEF,1-4 Yrs
--,Brandon Mebane,DT,31,73,311,10,California,San Diego,Front Seven,DEF,9-12 Yrs
95,Tenny Palepoi,DT,25,73,298,3,Utah,San Diego,Front Seven,DEF,1-4 Yrs
71,Damion Square,DT,27,74,293,4,Alabama,San Diego,Front Seven,DEF,1-4 Yrs
94,Corey Liuget,DT,26,74,300,6,Illinois,San Diego,Front Seven,DEF,5-8 Yrs
98,Carlos Wray,DT,22,74,291,0,Duke,San Diego,Front Seven,DEF,Rookie
37,Chris Swain,FB,--,72,247,0,Navy,San Diego,Tailback,OFF,Rookie
34,Derek Watt,FB,23,74,236,0,Wisconsin,San Diego,Tailback,OFF,Rookie
76,Donavon Clark,G,23,76,315,0,Michigan State,San Diego,OL,OFF,Rookie
--,Matt Slauson,G,30,77,320,8,Nebraska,San Diego,OL,OFF,5-8 Yrs
76,D.J. Fluker,G,25,77,339,4,Alabama,San Diego,OL,OFF,1-4 Yrs
79,Kenny Wiggins,G,27,78,314,3,Fresno State,San Diego,OL,OFF,1-4 Yrs
36,Shaq Petteway,LB,23,72,225,0,West Virginia,San Diego,Front Seven,DEF,Rookie
52,Denzel Perryman,LB,23,71,240,2,Miami,San Diego,Front Seven,DEF,1-4 Yrs
1,Jatavis Brown,LB,22,71,227,0,Akron,San Diego,Front Seven,DEF,Rookie
50,Manti Te'o,LB,25,73,241,4,Notre Dame,San Diego,Front Seven,DEF,1-4 Yrs
48,Nick Dzubnar,LB,24,73,240,2,Cal Poly,San Diego,Front Seven,DEF,1-4 Yrs
54,Melvin Ingram,LB,27,74,247,5,South Carolina,San Diego,Front Seven,DEF,5-8 Yrs
51,Kyle Emanuel,LB,24,75,250,2,North Dakota State,San Diego,Front Seven,DEF,1-4 Yrs
59,Brock Hekking,LB,24,75,250,2,Nevada,San Diego,Front Seven,DEF,1-4 Yrs
97,Jeremiah Attaochu,LB,23,75,252,3,Georgia Tech,San Diego,Front Seven,DEF,1-4 Yrs
49,Ben Gardner,LB,25,76,270,2,Stanford,San Diego,Front Seven,DEF,1-4 Yrs
58,Tourek Williams,LB,25,76,262,4,Florida Intl,San Diego,Front Seven,DEF,1-4 Yrs
86,Dexter McCoil,LB,24,76,220,0,Tulsa,San Diego,Front Seven,DEF,Rookie
35,Tyler Marcordes,LB,23,76,237,0,Georgia Tech,San Diego,Front Seven,DEF,Rookie
37,Joshua Perry,LB,22,76,254,0,Ohio State,San Diego,Front Seven,DEF,Rookie
92,Ryan Carrethers,NT,25,73,333,3,Arkansas State,San Diego,Front Seven,DEF,1-4 Yrs
98,Sean Lissemore,NT,28,75,303,7,William & Mary,San Diego,Front Seven,DEF,5-8 Yrs
75,Mike McQueen,OL,22,78,287,0,Ohio,San Diego,OL,OFF,Rookie
72,Joe Barksdale,OT,28,77,326,6,LSU,San Diego,OL,OFF,5-8 Yrs
78,Tyreek Burwell,OT,24,77,305,2,Cincinnati,San Diego,OL,OFF,1-4 Yrs
64,Tyler Johnstone,OT,23,77,293,0,Oregon,San Diego,OL,OFF,Rookie
75,Chris Hairston,OT,27,78,330,5,Clemson,San Diego,OL,OFF,5-8 Yrs
67,Brett Boyko,OT,23,78,301,1,UNLV,San Diego,OL,OFF,1-4 Yrs
74,Orlando Franklin,OT,28,79,320,6,Miami,San Diego,OL,OFF,5-8 Yrs
77,King Dunlap,OT,30,81,330,9,Auburn,San Diego,OL,OFF,9-12 Yrs
3,Kasey Redfern,P,24,74,215,1,Wofford,San Diego,ST,ST,1-4 Yrs
38,Drew Kaser,P,23,74,212,0,Texas A&M,San Diego,ST,ST,Rookie
2,Josh Lambo,PK,25,72,215,2,Texas A&M,San Diego,ST,ST,1-4 Yrs
16,Terrell Chestnut,QB,24,71,188,0,West Virginia,San Diego,QB,OFF,Rookie
2,Mike Bercovici,QB,23,73,210,0,Arizona State,San Diego,QB,OFF,Rookie
10,Kellen Clemens,QB,33,74,220,11,Oregon,San Diego,QB,OFF,9-12 Yrs
17,Philip Rivers,QB,34,77,228,13,NC State,San Diego,QB,OFF,13+ Yrs
--,Zach Mettenberger,QB,25,77,224,3,LSU,San Diego,QB,OFF,1-4 Yrs
39,Danny Woodhead,RB,31,68,200,9,Chadron State,San Diego,Tailback,OFF,9-12 Yrs
43,Branden Oliver,RB,25,68,208,3,Buffalo,San Diego,Tailback,OFF,1-4 Yrs
35,Kenneth Farrow,RB,23,70,220,0,Houston,San Diego,Tailback,OFF,Rookie
36,Dreamius Smith,RB,23,71,217,1,West Virginia,San Diego,Tailback,OFF,1-4 Yrs
28,Melvin Gordon,RB,23,73,215,2,Wisconsin,San Diego,Tailback,OFF,1-4 Yrs
16,Adrian McDonald,S,22,70,192,0,Houston,San Diego,DB,DEF,Rookie
--,Dwight Lowery,S,30,71,212,9,San José State,San Diego,DB,DEF,9-12 Yrs
25,Darrell Stuckey,S,29,71,212,7,Kansas,San Diego,DB,DEF,5-8 Yrs
31,Adrian Phillips,S,24,71,210,2,Texas,San Diego,DB,DEF,1-4 Yrs
85,Antonio Gates,TE,36,76,255,14,Kent State,San Diego,TE,OFF,13+ Yrs
87,Jeff Cumberland,TE,29,76,260,7,Illinois,San Diego,TE,OFF,5-8 Yrs
84,Sean McGrath,TE,28,77,247,2,Henderson State,San Diego,TE,OFF,1-4 Yrs
45,Asante Cleveland,TE,24,77,260,2,Miami,San Diego,TE,OFF,1-4 Yrs
--,Matt Weiser,TE,23,77,241,0,Buffalo,San Diego,TE,OFF,Rookie
84,Hunter Henry,TE,21,77,253,0,Arkansas,San Diego,TE,OFF,Rookie
87,Tim Semisch,TE,24,80,275,1,Northern Illinois,San Diego,TE,OFF,1-4 Yrs
83,Torrence Allen,WR,25,72,183,2,West Texas A&M,San Diego,WR,OFF,1-4 Yrs
81,Javontee Herndon,WR,25,72,194,2,Arkansas,San Diego,WR,OFF,1-4 Yrs
--,Travis Benjamin,WR,26,70,175,5,Miami,San Diego,WR,OFF,5-8 Yrs
12,Isaiah Burse,WR,24,70,187,2,Fresno State,San Diego,WR,OFF,1-4 Yrs
19,Deandre Reaves,WR,24,70,179,0,Marshall,San Diego,WR,OFF,Rookie
6,Jamaal Jones,WR,23,73,187,0,Montana,San Diego,WR,OFF,Rookie
11,Stevie Johnson,WR,30,74,207,9,Kentucky,San Diego,WR,OFF,9-12 Yrs
13,Keenan Allen,WR,24,74,211,4,California,San Diego,WR,OFF,1-4 Yrs
80,Dom Williams,WR,23,74,200,0,Washington State,San Diego,WR,OFF,Rookie
15,Dontrelle Inman,WR,27,75,205,3,Virginia,San Diego,WR,OFF,1-4 Yrs
16,Tyrell Williams,WR,24,76,205,2,Western Oregon,San Diego,WR,OFF,1-4 Yrs
66,Marcus Martin,C,22,75,321,3,USC,San Francisco,OL,OFF,1-4 Yrs
47,Marcus Cromartie,CB,25,72,195,3,Wisconsin,San Francisco,DB,DEF,1-4 Yrs
27,Keith Reaser,CB,24,72,190,2,Florida Atlantic,San Francisco,DB,DEF,1-4 Yrs
30,Prince Charles Iworah,CB,22,69,192,0,Western Kentucky,San Francisco,DB,DEF,Rookie
26,Tramaine Brock,CB,27,70,197,7,Belhaven University,San Francisco,DB,DEF,5-8 Yrs
43,Chris Davis,CB,25,70,201,3,Auburn,San Francisco,DB,DEF,1-4 Yrs
20,Kenneth Acker,CB,24,71,195,3,SMU,San Francisco,DB,DEF,1-4 Yrs
2,Will Redmond,CB,22,71,182,0,Mississippi State,San Francisco,DB,DEF,Rookie
21,Rashard Robinson,CB,20,73,171,0,LSU,San Francisco,DB,DEF,Rookie
36,Dontae Johnson,CB,24,74,200,3,NC State,San Francisco,DB,DEF,1-4 Yrs
--,Jered Bell,DB,24,73,205,0,Colorado,San Francisco,DB,DEF,Rookie
49,Ronald Blair,DE,23,73,272,0,Appalachian State,San Francisco,Front Seven,DEF,Rookie
--,Jason Fanaika,DE,24,74,276,0,Utah,San Francisco,Front Seven,DEF,Rookie
--,Lenny Jones,DE,24,75,269,0,Nevada,San Francisco,Front Seven,DEF,Rookie
95,Tank Carradine,DE,27,76,295,4,Florida State,San Francisco,Front Seven,DEF,1-4 Yrs
63,Tony Jerod-Eddie,DE,26,77,301,4,Texas A&M,San Francisco,Front Seven,DEF,1-4 Yrs
44,DeForest Buckner,DE,22,79,281,0,Oregon,San Francisco,Front Seven,DEF,Rookie
90,Glenn Dorsey,DL,30,73,297,9,LSU,San Francisco,Front Seven,DEF,9-12 Yrs
