Jersey,Name,Position,Age,Height,Weight,Years,College,Team,Position Group,Side,Level
45,Marcus Rush,DL,25,75,251,1,Michigan State,San Francisco,Front Seven,DEF,1-4 Yrs
--,Darren Lake,DL,22,75,324,0,Alabama,San Francisco,Front Seven,DEF,Rookie
--,Demetrius Cherry,DL,24,78,300,0,Arizona,San Francisco,Front Seven,DEF,Rookie
91,Arik Armstead,DL,22,79,292,2,Oregon,San Francisco,Front Seven,DEF,1-4 Yrs
93,Ian Williams,DT,26,73,305,6,Notre Dame,San Francisco,Front Seven,DEF,5-8 Yrs
69,Kaleb Ramsey,DT,27,75,285,2,Boston College,San Francisco,Front Seven,DEF,1-4 Yrs
64,Mike Purcell,DT,25,75,303,3,Wyoming,San Francisco,Front Seven,DEF,1-4 Yrs
--,Alex Balducci,DT,22,75,308,0,Oregon,San Francisco,Front Seven,DEF,Rookie
92,Quinton Dial,DT,26,77,318,3,Alabama,San Francisco,Front Seven,DEF,1-4 Yrs
49,Bruce Miller,FB,28,74,248,6,UCF,San Francisco,Tailback,OFF,5-8 Yrs
35,Eric Reid,FS,24,73,213,4,LSU,San Francisco,DB,DEF,1-4 Yrs
67,Daniel Kilgore,G,28,75,308,6,Appalachian State,San Francisco,OL,OFF,5-8 Yrs
--,Zane Beadles,G,29,76,315,7,Utah,San Francisco,OL,OFF,5-8 Yrs
61,Andrew Tiller,G,27,76,324,4,Syracuse,San Francisco,OL,OFF,1-4 Yrs
51,Joshua Garnett,G,22,76,317,0,Stanford,San Francisco,OL,OFF,Rookie
57,Michael Wilhoite,LB,29,72,240,5,Washburn,San Francisco,Front Seven,DEF,5-8 Yrs
53,NaVorro Bowman,LB,28,72,242,7,Penn State,San Francisco,Front Seven,DEF,5-8 Yrs
50,Nick Bellore,LB,27,73,250,6,Central Michigan,San Francisco,Front Seven,DEF,5-8 Yrs
56,Shayne Skov,LB,26,74,247,2,Stanford,San Francisco,Front Seven,DEF,1-4 Yrs
51,Gerald Hodges,LB,25,74,236,4,Penn State,San Francisco,Front Seven,DEF,1-4 Yrs
55,Ahmad Brooks,LB,32,75,259,11,Virginia,San Francisco,Front Seven,DEF,9-12 Yrs
54,Ray-Ray Armstrong,LB,25,75,220,4,Miami,San Francisco,Front Seven,DEF,1-4 Yrs
96,Corey Lemonier,LB,24,75,255,4,Auburn,San Francisco,Front Seven,DEF,1-4 Yrs
58,Eli Harold,LB,22,75,247,2,Virginia,San Francisco,Front Seven,DEF,1-4 Yrs
--,Kevin Anderson,LB,--,76,244,0,Stanford,San Francisco,Front Seven,DEF,Rookie
59,Aaron Lynch,LB,23,77,270,3,South Florida,San Francisco,Front Seven,DEF,1-4 Yrs
70,Garrison Smith,NT,24,73,300,1,Georgia,San Francisco,Front Seven,DEF,1-4 Yrs
60,Brandon Thomas,OG,25,75,317,2,Clemson,San Francisco,OL,OFF,1-4 Yrs
--,Norman Price,OL,21,76,311,0,Southern Mississippi,San Francisco,OL,OFF,Rookie
68,Colin Kelly,OL,26,77,298,1,Oregon State,San Francisco,OL,OFF,1-4 Yrs
--,Blake Muir,OL,25,77,295,0,Baylor,San Francisco,OL,OFF,Rookie
62,Ian Silberman,OL,23,77,306,2,Boston College,San Francisco,OL,OFF,1-4 Yrs
77,Trent Brown,OL,23,80,355,2,Florida,San Francisco,OL,OFF,1-4 Yrs
74,Fahn Cooper,OT,23,76,308,0,Ole Miss,San Francisco,OL,OFF,Rookie
74,Joe Staley,OT,31,77,315,10,Central Michigan,San Francisco,OL,OFF,9-12 Yrs
71,John Theus,OT,22,78,317,0,Georgia,San Francisco,OL,OFF,Rookie
71,Erik Pears,OT,34,80,316,10,Colorado State,San Francisco,OL,OFF,9-12 Yrs
5,Bradley Pinion,P,22,77,229,2,Clemson,San Francisco,ST,ST,1-4 Yrs
9,Phil Dawson,PK,41,71,200,18,Texas,San Francisco,ST,ST,13+ Yrs
49,John Lunsford,PK,22,73,214,0,Liberty,San Francisco,ST,ST,Rookie
9,Thaddeus Lewis,QB,28,74,219,4,Duke,San Francisco,QB,OFF,1-4 Yrs
6,Jeff Driskel,QB,23,75,230,0,Louisiana Tech,San Francisco,QB,OFF,Rookie
7,Colin Kaepernick,QB,28,76,230,6,Nevada,San Francisco,QB,OFF,5-8 Yrs
2,Blaine Gabbert,QB,26,76,235,6,Missouri,San Francisco,QB,OFF,5-8 Yrs
28,Carlos Hyde,RB,24,72,235,3,Ohio State,San Francisco,Tailback,OFF,1-4 Yrs
32,DuJuan Harris,RB,27,68,203,3,Troy,San Francisco,Tailback,OFF,1-4 Yrs
22,Mike Davis,RB,23,69,217,2,South Carolina,San Francisco,Tailback,OFF,1-4 Yrs
21,Kelvin Taylor,RB,22,70,209,0,Florida,San Francisco,Tailback,OFF,Rookie
24,Shaun Draughn,RB,28,71,205,4,North Carolina,San Francisco,Tailback,OFF,1-4 Yrs
30,Kendall Gaskins,RB,25,73,238,2,Richmond,San Francisco,Tailback,OFF,1-4 Yrs
31,L.J. McCray,S,25,72,210,3,Catawba,San Francisco,DB,DEF,1-4 Yrs
41,Antoine Bethea,S,31,71,206,11,Howard,San Francisco,DB,DEF,9-12 Yrs
25,Jimmie Ward,SS,25,71,193,3,Northern Illinois,San Francisco,DB,DEF,1-4 Yrs
29,Jaquiski Tartt,SS,24,73,221,2,Samford,San Francisco,DB,DEF,1-4 Yrs
86,Kyle Nelson,TE,29,74,240,5,New Mexico State,San Francisco,TE,OFF,5-8 Yrs
83,Je'Ron Hamm,TE,24,75,236,2,Louisiana Monroe,San Francisco,TE,OFF,1-4 Yrs
89,Vance McDonald,TE,26,76,267,4,Rice,San Francisco,TE,OFF,1-4 Yrs
48,Busta Anderson,TE,23,76,246,2,South Carolina,San Francisco,TE,OFF,1-4 Yrs
88,Garrett Celek,TE,28,77,252,5,Michigan State,San Francisco,TE,OFF,5-8 Yrs
84,Blake Bell,TE,24,78,252,2,Oklahoma,San Francisco,TE,OFF,1-4 Yrs
82,Torrey Smith,WR,27,72,205,6,Maryland,San Francisco,WR,OFF,5-8 Yrs
11,Quinton Patton,WR,25,72,204,4,Louisiana Tech,San Francisco,WR,OFF,1-4 Yrs
18,DeAndrew White,WR,24,72,192,2,Alabama,San Francisco,WR,OFF,1-4 Yrs
16,Aaron Burbridge,WR,22,72,210,0,Michigan State,San Francisco,WR,OFF,Rookie
10,Bruce Ellington,WR,24,69,197,3,South Carolina,San Francisco,WR,OFF,1-4 Yrs
--,Bryce Treggs,WR,22,71,181,0,California,San Francisco,WR,OFF,Rookie
14,Jerome Simpson,WR,30,74,190,7,Coastal Carolina,San Francisco,WR,OFF,5-8 Yrs
17,Dres Anderson,WR,24,74,190,2,Utah,San Francisco,WR,OFF,1-4 Yrs
19,DiAndre Campbell,WR,24,74,206,1,Washington,San Francisco,WR,OFF,1-4 Yrs
15,DeAndre Smelter,WR,24,74,227,1,Georgia Tech,San Francisco,WR,OFF,1-4 Yrs
1,Eric Rogers,WR,25,75,210,0,Cal Lutheran,San Francisco,WR,OFF,Rookie
--,Devon Cajuste,WR,23,75,216,0,Stanford,San Francisco,WR,OFF,Rookie
55,Joey Hunt,C,22,72,295,0,TCU,Seattle,OL,OFF,Rookie
65,Patrick Lewis,C,25,73,311,4,Texas A&M,Seattle,OL,OFF,1-4 Yrs
67,Kristjan Sokoli,C,24,77,302,2,Buffalo,Seattle,OL,OFF,1-4 Yrs
20,Jeremy Lane,CB,26,72,190,5,Northwestern State,Seattle,DB,DEF,5-8 Yrs
37,Trovon Reed,CB,25,72,190,1,Auburn,Seattle,DB,DEF,1-4 Yrs
21,Tye Smith,CB,23,72,195,2,Towson,Seattle,DB,DEF,1-4 Yrs
28,Marcus Burley,CB,26,71,185,4,Delaware,Seattle,DB,DEF,1-4 Yrs
--,DeAndre Elliott,CB,23,73,188,0,Colorado State,Seattle,DB,DEF,Rookie
41,George Farmer,CB,23,73,215,1,USC,Seattle,DB,DEF,1-4 Yrs
19,Douglas McNeil III,CB,28,75,200,1,Bowie State Bulldogs,Seattle,DB,DEF,1-4 Yrs
25,Richard Sherman,CB,28,75,195,6,Stanford,Seattle,DB,DEF,5-8 Yrs
30,Stanley Jean-Baptiste,CB,26,75,218,2,Nebraska,Seattle,DB,DEF,1-4 Yrs
27,Tharold Simon,CB,25,75,202,4,LSU,Seattle,DB,DEF,1-4 Yrs
--,Brandon Browner,CB,31,76,221,7,Oregon State,Seattle,DB,DEF,5-8 Yrs
--,DeAngelo Tyson,DE,27,74,315,3,Georgia,Seattle,Front Seven,DEF,1-4 Yrs
--,David Perkins,DE,23,74,225,0,Illinois State,Seattle,Front Seven,DEF,Rookie
91,Chris Clemons,DE,34,75,255,13,Georgia,Seattle,Front Seven,DEF,13+ Yrs
56,Cliff Avril,DE,30,75,260,9,Purdue,Seattle,Front Seven,DEF,9-12 Yrs
55,Frank Clark,DE,23,75,272,2,Michigan,Seattle,Front Seven,DEF,1-4 Yrs
72,Michael Bennett,DE,30,76,274,8,Texas A&M,Seattle,Front Seven,DEF,5-8 Yrs
44,Ryan Robinson,DE,25,76,255,3,Oklahoma State,Seattle,Front Seven,DEF,1-4 Yrs
91,Cassius Marsh,DE,24,76,254,3,UCLA,Seattle,Front Seven,DEF,1-4 Yrs
--,Brandin Bryant,DL,22,74,260,0,Florida Atlantic,Seattle,Front Seven,DEF,Rookie
97,Jordan Hill,DT,25,73,303,4,Penn State,Seattle,Front Seven,DEF,1-4 Yrs
77,Ahtyba Rubin,DT,29,74,325,9,Iowa State,Seattle,Front Seven,DEF,9-12 Yrs
96,Sealver Siliga,DT,26,74,325,5,Utah,Seattle,Front Seven,DEF,5-8 Yrs
98,Justin Hamilton,DT,22,74,311,1,Louisiana Lafayette,Seattle,Front Seven,DEF,1-4 Yrs
90,Jarran Reed,DT,23,75,311,0,Alabama,Seattle,Front Seven,DEF,Rookie
99,Quinton Jefferson,DT,23,76,289,0,Maryland,Seattle,Front Seven,DEF,Rookie
--,Taniela Tupou,FB,--,74,282,0,Washington,Seattle,Tailback,OFF,Rookie
29,Earl Thomas,FS,27,70,202,7,Texas,Seattle,DB,DEF,5-8 Yrs
23,Steven Terrell,FS,25,70,197,4,Texas A&M,Seattle,DB,DEF,1-4 Yrs
75,Will Pericak,G,26,75,300,1,Colorado,Seattle,OL,OFF,1-4 Yrs
71,Rees Odhiambo,G,23,76,301,0,Boise State,Seattle,OL,OFF,Rookie
68,Justin Britt,G,25,78,325,3,Missouri,Seattle,OL,OFF,1-4 Yrs
54,Bobby Wagner,LB,26,72,241,5,Utah State,Seattle,Front Seven,DEF,5-8 Yrs
58,Kevin Pierre-Louis,LB,24,72,236,3,Boston College,Seattle,Front Seven,DEF,1-4 Yrs
--,Kyle Coleman,LB,22,72,231,0,Arkansas-Pine Bluff,Seattle,Front Seven,DEF,Rookie
52,Brock Coyle,LB,25,73,243,3,Montana,Seattle,Front Seven,DEF,1-4 Yrs
--,Steve Longa,LB,21,73,241,0,Rutgers,Seattle,Front Seven,DEF,Rookie
--,Montese Overton,LB,24,74,223,0,East Carolina,Seattle,Front Seven,DEF,Rookie
57,Mike Morgan,LB,28,75,226,6,USC,Seattle,Front Seven,DEF,5-8 Yrs
47,Eric Pinkins,LB,24,75,230,3,San Diego State,Seattle,Front Seven,DEF,1-4 Yrs
--,Pete Robertson,LB,23,75,225,0,Texas Tech,Seattle,Front Seven,DEF,Rookie
50,K.J. Wright,LB,26,76,246,6,Mississippi State,Seattle,Front Seven,DEF,5-8 Yrs
--,Christian French,LB,23,77,245,0,Oregon,Seattle,Front Seven,DEF,Rookie
43,Drew Ferris,LS,--,72,205,0,Florida,Seattle,ST,ST,Rookie
--,Nolan Frese,LS,23,74,229,0,Houston,Seattle,ST,ST,Rookie
63,Mark Glowinski,OG,24,76,310,2,West Virginia,Seattle,OL,OFF,1-4 Yrs
53,Kona Schwenke,OT,24,76,285,2,Notre Dame,Seattle,OL,OFF,1-4 Yrs
79,Garry Gilliam,OT,25,77,306,3,Penn State,Seattle,OL,OFF,1-4 Yrs
69,Terry Poole,OT,24,77,323,1,San Diego State,Seattle,OL,OFF,1-4 Yrs
74,Germain Ifedi,OT,22,78,335,0,Texas A&M,Seattle,OL,OFF,Rookie
79,Bradley Sowell,OT,27,79,315,5,Ole Miss,Seattle,OL,OFF,5-8 Yrs
--,J'Marcus Webb,OT,27,79,330,6,West Texas A&M,Seattle,OL,OFF,5-8 Yrs
9,Jon Ryan,P,34,72,217,11,University of Regina,Seattle,ST,ST,9-12 Yrs
4,Steven Hauschka,PK,31,76,210,9,NC State,Seattle,ST,ST,9-12 Yrs
3,Russell Wilson,QB,27,71,206,5,Wisconsin,Seattle,QB,OFF,5-8 Yrs
--,Trevone Boykin,QB,22,71,211,0,TCU,Seattle,QB,OFF,Rookie
20,C.J. Prosise,RB,22,72,220,0,Notre Dame,Seattle,Tailback,OFF,Rookie
34,Thomas Rawls,RB,22,69,215,2,Central Michigan,Seattle,Tailback,OFF,1-4 Yrs
32,Christine Michael,RB,25,70,221,4,Texas A&M,Seattle,Tailback,OFF,1-4 Yrs
3,Alex Collins,RB,21,71,215,0,Arkansas,Seattle,Tailback,OFF,Rookie
24,Zac Brooks,RB,23,73,200,0,Clemson,Seattle,Tailback,OFF,Rookie
35,DeShawn Shead,S,28,74,220,5,Portland State,Seattle,DB,DEF,5-8 Yrs
33,Kelcie McCray,S,27,74,202,5,Arkansas State,Seattle,DB,DEF,5-8 Yrs
31,Kam Chancellor,S,28,75,232,7,Virginia Tech,Seattle,DB,DEF,5-8 Yrs
--,Tyvis Powell,S,22,75,211,0,Ohio State,Seattle,DB,DEF,Rookie
--,Tanner McEvoy,S,23,78,223,0,Wisconsin,Seattle,DB,DEF,Rookie
44,Brandon Cottom,TE,23,74,262,1,Purdue,Seattle,TE,OFF,1-4 Yrs
84,Cooper Helfet,TE,27,75,239,5,Duke,Seattle,TE,OFF,5-8 Yrs
--,Brandon Williams,TE,28,76,255,4,Oregon,Seattle,TE,OFF,1-4 Yrs
82,Luke Willson,TE,26,77,252,4,Rice,Seattle,TE,OFF,1-4 Yrs
80,Ronnie Shields,TE,24,77,234,0,Kentucky,Seattle,TE,OFF,Rookie
81,Nick Vannett,TE,23,77,265,0,Ohio State,Seattle,TE,OFF,Rookie
--,George Fant,TE,24,78,240,0,Western Kentucky,Seattle,TE,OFF,Rookie
88,Jimmy Graham,TE,29,79,265,7,Miami,Seattle,TE,OFF,5-8 Yrs
10,Paul Richardson,WR,24,72,183,3,Colorado,Seattle,WR,OFF,1-4 Yrs
17,Kevin Smith,WR,24,72,218,2,Washington,Seattle,WR,OFF,1-4 Yrs
89,Doug Baldwin,WR,27,70,189,6,Stanford,Seattle,WR,OFF,5-8 Yrs
14,Antwan Goodley,WR,24,70,205,1,Baylor,Seattle,WR,OFF,1-4 Yrs
14,Deshon Foxx,WR,23,70,173,1,Connecticut,Seattle,WR,OFF,1-4 Yrs
16,Tyler Lockett,WR,23,70,182,2,Kansas State,Seattle,WR,OFF,1-4 Yrs
15,Jermaine Kearse,WR,26,73,209,5,Washington,Seattle,WR,OFF,5-8 Yrs
14,Tyler Slavin,WR,24,73,201,0,New Mexico Highlands,Seattle,WR,OFF,Rookie
18,Kasen Williams,WR,24,73,219,1,Washington,Seattle,WR,OFF,1-4 Yrs
4,Kenny Lawler,WR,22,75,195,0,California,Seattle,WR,OFF,Rookie
62,Evan Smith,C,30,74,308,7,Idaho State,Tampa Bay,OL,OFF,5-8 Yrs
48,Andrew DePaola,C,28,74,230,3,Rutgers,Tampa Bay,OL,OFF,1-4 Yrs
68,Joe Hawley,C,27,75,302,7,UNLV,Tampa Bay,OL,OFF,5-8 Yrs
61,Josh Allen,C,24,75,315,1,Louisiana Monroe,Tampa Bay,OL,OFF,1-4 Yrs
72,Ben Gottschalk,C,24,77,293,1,SMU,Tampa Bay,OL,OFF,1-4 Yrs
21,Brent Grimes,CB,33,70,185,10,Shippensburg,Tampa Bay,DB,DEF,9-12 Yrs
21,Alterraun Verner,CB,27,70,187,7,UCLA,Tampa Bay,DB,DEF,5-8 Yrs
21,Josh Robinson,CB,25,70,199,5,UCF,Tampa Bay,DB,DEF,5-8 Yrs
32,Joel Ross,CB,24,70,190,1,Appalachian State,Tampa Bay,DB,DEF,1-4 Yrs
1,Vernon Hargreaves III,CB,21,70,204,0,Florida,Tampa Bay,DB,DEF,Rookie
38,Jude Adjei-Barimah,CB,24,71,200,2,Bowling Green,Tampa Bay,DB,DEF,1-4 Yrs
2,Ryan Smith,CB,22,71,189,0,North Carolina Central,Tampa Bay,DB,DEF,Rookie
27,Johnthan Banks,CB,26,74,185,4,Mississippi State,Tampa Bay,DB,DEF,1-4 Yrs
--,Javien Elliott,DB,--,71,176,0,Florida State,Tampa Bay,DB,DEF,Rookie
95,Howard Jones,DE,26,74,238,2,Shepherd,Tampa Bay,Front Seven,DEF,1-4 Yrs
56,Jacquies Smith,DE,26,74,260,3,Missouri,Tampa Bay,Front Seven,DEF,1-4 Yrs
--,Robert Ayers,DE,30,75,275,8,Tennessee,Tampa Bay,Front Seven,DEF,5-8 Yrs
94,George Johnson,DE,28,76,265,5,Rutgers,Tampa Bay,Front Seven,DEF,5-8 Yrs
96,Cliff Matthews,DE,26,76,268,4,South Carolina,Tampa Bay,Front Seven,DEF,1-4 Yrs
92,William Gholston,DE,24,78,281,4,Michigan State,Tampa Bay,Front Seven,DEF,1-4 Yrs
97,Akeem Spence,DT,24,73,307,4,Illinois,Tampa Bay,Front Seven,DEF,1-4 Yrs
98,Clinton McDonald,DT,29,74,297,8,Memphis,Tampa Bay,Front Seven,DEF,5-8 Yrs
93,Gerald McCoy,DT,28,76,300,7,Oklahoma,Tampa Bay,Front Seven,DEF,5-8 Yrs
--,Travis Britz,DT,22,76,293,0,Kansas State,Tampa Bay,Front Seven,DEF,Rookie
40,Dan Vitale,FB,21,73,240,0,Northwestern,Tampa Bay,Tailback,OFF,Rookie
--,J.R. Sweezy,G,27,77,298,5,NC State,Tampa Bay,OL,OFF,5-8 Yrs
52,Jeremiah George,LB,24,71,234,3,Iowa State,Tampa Bay,Front Seven,DEF,1-4 Yrs
54,Lavonte David,LB,26,73,233,5,Nebraska,Tampa Bay,Front Seven,DEF,5-8 Yrs
53,Adarius Glanton,LB,25,73,230,2,Florida Atlantic,Tampa Bay,Front Seven,DEF,1-4 Yrs
23,Devante Bond,LB,23,73,235,0,Oklahoma,Tampa Bay,Front Seven,DEF,Rookie
58,Kwon Alexander,LB,21,73,227,2,LSU,Tampa Bay,Front Seven,DEF,1-4 Yrs
--,Daryl Smith,LB,34,74,250,13,Georgia Tech,Tampa Bay,Front Seven,DEF,13+ Yrs
57,Josh Keyes,LB,23,74,223,2,Boston College,Tampa Bay,Front Seven,DEF,1-4 Yrs
50,Luke Rhodes,LB,23,74,242,0,William & Mary,Tampa Bay,Front Seven,DEF,Rookie
9,Noah Spence,LB,22,74,254,0,Eastern Kentucky,Tampa Bay,Front Seven,DEF,Rookie
59,Kourtnei Brown,LB,28,76,253,2,Clemson,Tampa Bay,Front Seven,DEF,1-4 Yrs
74,Ali Marpet,OG,23,76,307,2,Hobart,Tampa Bay,OL,OFF,1-4 Yrs
72,Garrett Gilkey,OL,26,78,315,4,Chadron State,Tampa Bay,OL,OFF,1-4 Yrs
64,Kevin Pamphile,OT,25,77,310,3,Purdue,Tampa Bay,OL,OFF,1-4 Yrs
74,Caleb Benenoch,OT,21,77,305,0,UCLA,Tampa Bay,OL,OFF,Rookie
76,Donovan Smith,OT,23,78,338,2,Penn State,Tampa Bay,OL,OFF,1-4 Yrs
78,Gosder Cherilus,OT,32,79,316,9,Boston College,Tampa Bay,OL,OFF,9-12 Yrs
69,Demar Dotson,OT,30,81,315,8,Southern Mississippi,Tampa Bay,OL,OFF,5-8 Yrs
5,Jacob Schum,P,27,71,211,2,Buffalo,Tampa Bay,ST,ST,1-4 Yrs
--,Bryan Anger,P,27,75,205,5,California,Tampa Bay,ST,ST,5-8 Yrs
19,Roberto Aguayo,PK,22,72,207,0,Florida State,Tampa Bay,ST,ST,Rookie
--,Dan LeFevour,QB,29,75,230,2,Central Michigan,Tampa Bay,QB,OFF,1-4 Yrs
3,Jameis Winston,QB,22,76,231,2,Florida State,Tampa Bay,QB,OFF,1-4 Yrs
4,Ryan Griffin,QB,26,77,210,3,Tulane,Tampa Bay,QB,OFF,1-4 Yrs
8,Mike Glennon,QB,26,78,225,4,NC State,Tampa Bay,QB,OFF,1-4 Yrs
34,Charles Sims,RB,25,72,211,3,West Virginia,Tampa Bay,Tailback,OFF,1-4 Yrs
36,Storm Johnson,RB,24,72,216,2,UCF,Tampa Bay,Tailback,OFF,1-4 Yrs
22,Doug Martin,RB,27,69,223,5,Boise State,Tampa Bay,Tailback,OFF,5-8 Yrs
25,Mike James,RB,25,70,223,3,Miami,Tampa Bay,Tailback,OFF,1-4 Yrs
37,Keith Tandy,S,27,70,205,5,West Virginia,Tampa Bay,DB,DEF,5-8 Yrs
31,Major Wright,S,28,71,204,7,Florida,Tampa Bay,DB,DEF,5-8 Yrs
33,Kimario McFadden,S,25,71,197,1,South Carolina State,Tampa Bay,DB,DEF,1-4 Yrs
23,Chris Conte,S,27,74,203,6,California,Tampa Bay,DB,DEF,5-8 Yrs
30,Bradley McDougald,SS,25,73,209,4,Kansas,Tampa Bay,DB,DEF,1-4 Yrs
82,Brandon Myers,TE,30,75,256,8,Iowa,Tampa Bay,TE,OFF,5-8 Yrs
84,Cameron Brate,TE,25,77,235,2,Harvard,Tampa Bay,TE,OFF,1-4 Yrs
87,Austin Seferian-Jenkins,TE,23,77,262,3,Washington,Tampa Bay,TE,OFF,1-4 Yrs
81,Tevin Westbrook,TE,23,77,257,1,Florida,Tampa Bay,TE,OFF,1-4 Yrs
88,Luke Stocker,TE,28,78,253,6,Tennessee,Tampa Bay,TE,OFF,5-8 Yrs
16,Freddie Martino,WR,24,72,195,1,North Greenville,Tampa Bay,WR,OFF,1-4 Yrs
17,Donteea Dye,WR,22,72,195,2,Heidelberg,Tampa Bay,WR,OFF,1-4 Yrs
89,Bernard Reedy,WR,24,69,175,1,Toledo,Tampa Bay,WR,OFF,1-4 Yrs
11,Adam Humphries,WR,23,71,195,2,Clemson,Tampa Bay,WR,OFF,1-4 Yrs
89,Russell Shepard,WR,25,73,195,4,LSU,Tampa Bay,WR,OFF,1-4 Yrs
80,Kenny Bell,WR,24,73,197,2,Nebraska,Tampa Bay,WR,OFF,1-4 Yrs
18,Louis Murphy,WR,29,74,200,8,Florida,Tampa Bay,WR,OFF,5-8 Yrs
85,Evan Spencer,WR,23,74,208,1,Ohio State,Tampa Bay,WR,OFF,1-4 Yrs
83,Vincent Jackson,WR,33,77,230,12,Northern Colorado,Tampa Bay,WR,OFF,9-12 Yrs
13,Mike Evans,WR,22,77,231,3,Texas A&M,Tampa Bay,WR,OFF,1-4 Yrs
69,Andy Gallik,C,24,74,306,2,Boston College,Tennessee,OL,OFF,1-4 Yrs
60,Ben Jones,C,27,75,308,5,Georgia,Tennessee,OL,OFF,5-8 Yrs
62,Brian Schwenke,C,25,75,318,4,California,Tennessee,OL,OFF,1-4 Yrs
48,Beau Brinkley,C,26,76,248,5,Missouri,Tennessee,OL,OFF,5-8 Yrs
30,Jason McCourty,CB,28,72,193,8,Rutgers,Tennessee,DB,DEF,5-8 Yrs
46,Curtis Riley,CB,24,72,189,2,Fresno State,Tennessee,DB,DEF,1-4 Yrs
--,Bennett Okotcha,CB,23,72,195,0,Texas San Antonio,Tennessee,DB,DEF,Rookie
36,LeShaun Sims,CB,22,72,203,0,Southern Utah,Tennessee,DB,DEF,Rookie
--,Brice McCain,CB,29,69,190,8,Utah,Tennessee,DB,DEF,5-8 Yrs
--,Antwon Blake,CB,25,69,198,5,UTEP,Tennessee,DB,DEF,5-8 Yrs
37,Cody Riggs,CB,24,69,187,2,Notre Dame,Tennessee,DB,DEF,1-4 Yrs
38,B.W. Webb,CB,26,71,190,4,William & Mary,Tennessee,DB,DEF,1-4 Yrs
25,Blidi Wreh-Wilson,CB,26,73,198,4,Connecticut,Tennessee,DB,DEF,1-4 Yrs
29,Perrish Cox,DB,29,72,190,6,Oklahoma State,Tennessee,DB,DEF,5-8 Yrs
11,Kalan Reed,DB,22,71,195,0,Southern Mississippi,Tennessee,DB,DEF,Rookie
99,Jurrell Casey,DE,26,73,305,6,USC,Tennessee,Front Seven,DEF,5-8 Yrs
97,Karl Klug,DE,28,75,278,6,Iowa,Tennessee,Front Seven,DEF,5-8 Yrs
90,DaQuan Jones,DE,24,76,322,3,Penn State,Tennessee,Front Seven,DEF,1-4 Yrs
98,Kevin Dodd,DE,24,77,275,0,Clemson,Tennessee,Front Seven,DEF,Rookie
--,Mehdi Abdesmad,DE,24,78,282,0,Boston College,Tennessee,Front Seven,DEF,Rookie
92,Ropati Pitoitua,DE,31,80,298,7,Washington State,Tennessee,Front Seven,DEF,5-8 Yrs
--,Michael Smith,DL,23,76,285,0,Southern Mississippi,Tennessee,Front Seven,DEF,Rookie
96,Al Woods,DT,29,76,307,7,LSU,Tennessee,Front Seven,DEF,5-8 Yrs
95,Angelo Blackson,DT,23,76,318,2,Auburn,Tennessee,Front Seven,DEF,1-4 Yrs
99,Austin Johnson,DT,22,76,323,0,Penn State,Tennessee,Front Seven,DEF,Rookie
--,Terrell Lathan,DT,22,77,280,0,TCU,Tennessee,Front Seven,DEF,Rookie
--,Sam Bergen,FB,24,72,236,0,Rutgers,Tennessee,Tailback,OFF,Rookie
45,Jalston Fowler,FB,25,71,254,2,Alabama,Tennessee,Tailback,OFF,1-4 Yrs
73,Sebastian Tretola,G,24,76,317,0,Arkansas,Tennessee,OL,OFF,Rookie
66,Josue Matias,G,23,77,309,1,Florida State,Tennessee,OL,OFF,1-4 Yrs
59,Wesley Woodyard,LB,30,72,233,9,Kentucky,Tennessee,Front Seven,DEF,9-12 Yrs
--,Sean Spence,LB,26,71,231,5,Miami,Tennessee,Front Seven,DEF,5-8 Yrs
54,Avery Williamson,LB,24,73,246,3,Kentucky,Tennessee,Front Seven,DEF,1-4 Yrs
41,J.R. Tavai,LB,22,73,249,1,USC,Tennessee,Front Seven,DEF,1-4 Yrs
50,Nate Palmer,LB,26,74,248,4,Illinois State,Tennessee,Front Seven,DEF,1-4 Yrs
--,Curtis Grant,LB,23,74,240,1,Ohio State,Tennessee,Front Seven,DEF,1-4 Yrs
91,Derrick Morgan,LB,27,75,261,7,Georgia Tech,Tennessee,Front Seven,DEF,5-8 Yrs
51,Aaron Wallace,LB,23,75,240,0,UCLA,Tennessee,Front Seven,DEF,Rookie
98,Brian Orakpo,LB,29,76,257,8,Texas,Tennessee,Front Seven,DEF,5-8 Yrs
57,Justin Staples,LB,26,76,245,3,Illinois,Tennessee,Front Seven,DEF,1-4 Yrs
51,David Bass,LB,25,76,256,4,Missouri Western,Tennessee,Front Seven,DEF,1-4 Yrs
53,Deiontrez Mount,LB,23,77,249,2,Louisville,Tennessee,Front Seven,DEF,1-4 Yrs
--,Antwaun Woods,NT,23,72,323,0,USC,Tennessee,Front Seven,DEF,Rookie
70,Chance Warmack,OG,24,74,323,4,Alabama,Tennessee,OL,OFF,1-4 Yrs
60,Quinton Spain,OG,24,76,330,2,West Virginia,Tennessee,OL,OFF,1-4 Yrs
--,Sam Carlson,OT,23,76,280,0,Colorado State,Tennessee,OL,OFF,Rookie
76,Byron Bell,OT,27,77,340,6,New Mexico,Tennessee,OL,OFF,5-8 Yrs
--,Tyler Marz,OT,23,77,322,0,Wisconsin,Tennessee,OL,OFF,Rookie
72,Jeremiah Poutasi,OT,21,77,335,2,Utah,Tennessee,OL,OFF,1-4 Yrs
